no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,5,Meal Plan 1,0,Room_Type 1,109,2018,12,6,Online,0,0,0,88.4,3,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,77,2018,5,7,Online,0,0,0,125.1,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,130,2018,7,27,Online,0,0,0,105.3,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,14,2018,6,26,Online,0,0,0,101,1,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,134,2018,7,13,Online,0,0,0,89.25,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,15,2017,11,10,Online,0,0,0,90.95,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,243,2018,9,9,Online,0,0,0,106.2,2,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,19,Offline,0,0,0,144,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,254,2018,7,9,Online,0,0,0,100.7,1,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,120,2018,11,27,Online,0,0,0,74.8,0,Canceled
1,0,1,1,Not Selected,0,Room_Type 1,4,2018,4,16,Online,0,0,0,104,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,18,2018,12,11,Offline,0,0,0,80,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,130,2018,3,25,Online,0,0,0,102.58,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,92,2017,11,26,Online,0,0,0,72.25,1,Canceled
1,0,2,1,Meal Plan 1,1,Room_Type 1,18,2018,12,11,Corporate,1,0,3,67,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,0,0,0,130,0,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,61,2017,10,4,Online,0,0,0,35.2,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,27,2018,10,17,Online,0,0,0,119,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 4,1,2018,6,11,Online,0,0,0,131,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,27,2018,3,22,Online,0,0,0,129,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,6,3,Online,0,0,0,134.33,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Online,0,0,0,112.2,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,122,2018,6,30,Offline,0,0,0,97,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,10,3,Online,0,0,0,117.04,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,20,2018,6,13,Online,0,0,0,109,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,12,8,Corporate,0,0,0,65,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,105,2017,8,10,Online,0,0,0,76.5,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,12,2018,5,23,Online,0,0,0,119,1,Not_Canceled
2,2,1,1,Meal Plan 1,0,Room_Type 7,18,2018,10,22,Online,0,0,0,300,4,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,31,2018,3,24,Online,0,0,0,144.9,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,7,2018,11,7,Online,0,0,0,215,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,3,2018,12,1,Online,0,0,0,156.33,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2018,6,25,Offline,0,0,0,80.75,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,154,2018,7,10,Online,0,0,0,111.3,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,98,2017,12,29,Offline,0,0,0,59.5,2,Not_Canceled
2,1,0,4,Not Selected,0,Room_Type 1,3,2018,10,26,Online,0,0,0,109.1,2,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,52,2018,12,2,Online,0,0,0,156.6,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,107,2018,12,31,Offline,0,0,0,103.57,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 6,20,2018,12,31,Online,0,0,0,208,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,58,2018,5,12,Online,0,0,0,109.65,0,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,103,2018,8,7,Online,0,0,0,150.3,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,33,2017,11,7,Offline,0,0,0,41.43,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120,0,Canceled
3,2,0,2,Meal Plan 1,0,Room_Type 2,137,2018,8,30,Online,0,0,0,93.7,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,22,2017,11,6,Offline,0,0,0,43.5,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,77,2018,4,13,Online,0,0,0,90.95,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2018,5,4,Online,0,0,0,110.1,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 4,2,2018,10,30,Aviation,0,0,0,110,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,10,9,Corporate,1,0,1,65,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2017,12,17,Offline,0,0,0,58,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,10,10,Corporate,0,0,0,159,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,4,29,Offline,0,0,0,57.5,0,Not_Canceled
2,1,1,2,Meal Plan 2,1,Room_Type 1,43,2018,8,15,Online,0,0,0,203.85,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,20,Offline,0,0,0,93,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,6,6,Online,0,0,0,120,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 5,181,2018,10,11,Online,0,0,0,250,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,62,2018,8,10,Online,0,0,0,135.9,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,103,2018,6,27,Offline,0,0,0,80.75,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Online,0,0,0,72,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,39,2018,11,27,Corporate,0,0,0,65,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,19,2018,1,26,Online,0,0,0,78.6,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,67,2017,12,27,Online,0,0,0,103.14,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,78,2018,2,20,Offline,0,0,0,60,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,21,2018,9,29,Online,0,0,0,99.33,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,5,30,Online,0,0,0,126.9,1,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,261,2018,11,15,Online,0,0,0,106.25,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,23,2018,8,31,Online,0,0,0,110,2,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,0,2018,9,11,Online,0,0,0,155,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,44,2018,11,22,Online,0,0,0,82.13,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,4,2018,8,2,Offline,0,0,0,87.2,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,2,25,Corporate,0,0,0,66,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,168,2018,7,18,Online,0,0,0,112.8,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,27,2018,9,20,Online,0,0,0,212.1,1,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,155,2018,9,8,Online,0,0,0,143.1,2,Canceled
1,0,0,2,Meal Plan 1,1,Room_Type 1,12,2018,2,16,Corporate,1,0,4,67,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,154,2018,5,20,Offline,0,0,0,90.95,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,49,2018,3,9,Online,0,0,0,73.95,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 4,29,2018,9,4,Online,0,0,0,130.15,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,3,Online,0,0,0,112,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120,0,Not_Canceled
1,0,3,7,Meal Plan 1,0,Room_Type 1,0,2017,11,30,Online,1,0,1,69,1,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 4,33,2018,10,5,Online,0,0,0,157.5,1,Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 4,36,2018,11,15,Online,0,0,0,99.48,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,10,2017,10,2,Online,0,0,0,186.67,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Online,0,0,0,19.15,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,47,2017,10,1,Online,0,0,0,103.05,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,61,2017,11,12,Online,0,0,0,81.9,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,53,2018,8,6,Online,0,0,0,168.3,1,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Online,0,0,0,117,1,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,88,2018,9,12,Offline,0,0,0,85,1,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,78,2017,7,31,Online,0,0,0,68,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,73,2018,4,16,Online,0,0,0,85,2,Not_Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 1,231,2018,8,23,Offline,0,0,0,96.9,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,5,8,Online,0,0,0,111,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,144,2018,9,22,Online,0,0,0,129.6,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,143,2018,8,13,Online,0,0,0,114.3,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,6,2,Online,0,0,0,121,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,2,26,Complementary,0,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,9,2018,4,27,Online,0,0,0,119,1,Not_Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 4,21,2018,3,14,Offline,0,0,0,108.2,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,43,2018,7,18,Online,0,0,0,168.3,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,72,2018,10,26,Online,0,0,0,104.4,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,24,Online,0,0,0,85,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,77,2018,4,6,Online,0,0,0,105.3,1,Not_Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 1,106,2018,11,21,Online,0,0,0,117.3,2,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,3,2017,9,21,Online,0,0,0,133,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,21,Offline,0,0,0,80,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,10,5,Online,0,0,0,113.4,2,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,80.75,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,1,3,Online,0,0,0,97,0,Not_Canceled
2,2,1,1,Meal Plan 1,0,Room_Type 6,3,2017,8,24,Online,0,0,0,156,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2018,8,10,Online,0,0,0,130.9,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2018,10,8,Online,0,0,0,118,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,170,2018,8,18,Online,0,0,0,108.3,1,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,23,2018,3,18,Online,0,0,0,109,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,4,13,Corporate,0,0,0,129,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,7,20,Online,0,0,0,105,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,9,26,Online,0,0,0,140.2,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,6,2017,9,2,Online,0,0,0,114.5,2,Not_Canceled
2,2,1,2,Meal Plan 2,0,Room_Type 6,31,2018,9,2,Online,0,0,0,233.1,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,60,2018,9,12,Online,0,0,0,168.3,4,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,57,2017,10,22,Online,0,0,0,94.5,1,Not_Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,26,2017,9,24,Online,0,0,0,231,1,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,26,2017,9,19,Online,0,0,0,119.87,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,99,2018,12,31,Offline,0,0,0,141.67,3,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,11,2018,9,2,Online,0,0,0,124,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,61,2018,5,13,Online,0,0,0,121.5,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 2,188,2018,9,4,Online,0,0,0,112.01,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,68,2018,10,18,Online,0,0,0,108,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,66,2018,9,8,Online,0,0,0,149.4,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117.28,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,9,2017,8,31,Online,0,0,0,109,2,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,29,2018,8,31,Online,0,0,0,92.4,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,9,23,Online,0,0,0,135.9,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,113,2018,9,24,Online,0,0,0,135.9,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,25,Complementary,1,0,4,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,8,26,Online,0,0,0,90,2,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Online,0,0,0,160,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,45,2018,8,31,Online,0,0,0,108,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,29,2018,9,9,Online,0,0,0,132.05,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,68,2018,3,15,Online,0,0,0,67.5,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,113,2018,10,13,Online,0,0,0,108,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,52,2017,11,19,Offline,0,0,0,60,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,22,2018,5,21,Online,0,0,0,177,2,Not_Canceled
0,2,0,3,Meal Plan 1,0,Room_Type 2,1,2018,2,25,Online,0,0,0,71,0,Not_Canceled
1,0,1,2,Not Selected,0,Room_Type 1,10,2018,10,3,Online,0,0,0,135,3,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 2,115,2018,9,29,Online,0,0,0,114.36,1,Not_Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,141,2018,7,6,Online,0,0,0,107.95,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2017,9,10,Online,0,0,0,108.08,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,12,2017,8,22,Online,0,0,0,81,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,37,2018,9,10,Online,0,0,0,149.4,2,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,42,2018,7,8,Online,0,0,0,150.3,0,Canceled
0,2,0,2,Meal Plan 1,0,Room_Type 2,33,2018,1,6,Online,0,0,0,6,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Online,0,0,0,62.8,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,127,2018,7,10,Online,0,0,0,114.3,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,64,2018,4,18,Online,0,0,0,110.08,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,52,2018,4,21,Online,0,0,0,94.5,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,183,2018,5,6,Online,0,0,0,100.3,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,37,2018,11,13,Online,0,0,0,88.4,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,0,0,0,149.4,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,9,Online,0,0,0,126.9,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Online,0,0,0,90,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,48,2018,6,21,Online,0,0,0,89.1,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Online,0,0,0,62.8,0,Canceled
1,0,2,0,Not Selected,0,Room_Type 1,4,2018,6,26,Online,0,0,0,113,1,Not_Canceled
2,0,4,10,Meal Plan 1,0,Room_Type 4,50,2018,3,5,Online,0,0,0,51,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,44,2018,9,27,Online,0,0,0,149.4,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,11,2,Corporate,1,0,10,88,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,12,2018,2,16,Corporate,0,0,0,73,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,155,2018,8,14,Online,0,0,0,105.52,3,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,6,10,Online,0,0,0,136,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,48,2018,12,4,Online,0,0,0,93.6,1,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,21,2018,3,31,Online,0,0,0,135,0,Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 4,42,2018,3,12,Online,0,0,0,127.79,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,29,2018,5,20,Online,0,0,0,139.6,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,21,2018,3,1,Online,0,0,0,142,2,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,24,Online,0,0,0,85,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,7,Aviation,0,0,0,95,0,Not_Canceled
2,2,0,4,Meal Plan 1,0,Room_Type 6,15,2018,4,6,Online,0,0,0,198.5,3,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,201,2018,9,8,Online,0,0,0,119.85,2,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,40,2018,12,16,Online,0,0,0,88,3,Not_Canceled
2,1,0,5,Meal Plan 1,0,Room_Type 1,46,2018,3,29,Offline,0,0,0,75,2,Not_Canceled
2,0,2,3,Meal Plan 1,1,Room_Type 1,169,2018,7,30,Online,0,0,0,101.25,2,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Offline,0,0,0,85,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,2,23,Corporate,0,0,0,66,0,Not_Canceled
2,1,2,0,Meal Plan 1,0,Room_Type 1,104,2018,12,4,Online,0,0,0,109.8,1,Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,4,2018,8,30,Corporate,0,0,0,67,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,5,25,Online,0,0,0,111,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Online,0,0,0,100,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,209,2018,8,16,Online,0,0,0,90.95,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,151,2018,6,3,Online,0,0,0,77.23,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52,2,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,87,2018,10,30,Online,0,0,0,90.9,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,99,2018,8,8,Online,0,0,0,140.4,2,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,6,Online,1,1,0,101,2,Not_Canceled
2,2,1,1,Meal Plan 1,0,Room_Type 6,42,2018,8,20,Online,0,0,0,216.9,2,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,42,2018,9,18,Online,0,0,0,130.5,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,101,2018,6,27,Online,0,0,0,105.3,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 7,6,2018,5,21,Online,0,0,0,261,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,238,2018,9,9,Offline,0,0,0,80.75,0,Not_Canceled
3,0,2,6,Meal Plan 1,0,Room_Type 1,123,2018,6,28,Online,0,0,0,126.86,0,Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,65,2018,7,23,Online,0,0,0,137.7,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100,0,Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 4,53,2018,3,6,Online,0,0,0,91.48,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,29,2018,8,28,Online,0,0,0,150.17,3,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,8,17,Online,0,0,0,165,1,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 4,6,2018,11,14,Corporate,0,0,0,100.63,0,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,92,2018,8,22,Online,0,0,0,150.3,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,42,2018,2,18,Online,0,0,0,75.56,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,109,1,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,9,12,Corporate,1,0,1,67,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,62,2018,9,27,Online,0,0,0,115.04,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2017,7,11,Online,0,0,0,76.5,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,72,2018,10,20,Online,0,0,0,118.8,2,Not_Canceled
